0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Target
0.02766104,0.0,0.0,0.0,1.3549213,1.4891113,0.0,2.603016,0.0,0.0,2.945016,0.0,0.00074376725,0.0,0.0,0.0,2.4388618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2386148,0.0,2.177743,0.2967002,0.0,0.0,0.0,0.0,1
2.026521,0.0,0.0,0.0,0.0,0.0,2.2582912,0.0,1.5064992,0.695315,0.0,0.0,1.2199756,0.01272865,0.29611075,0.0,0.0,2.1286542,0.0,1.8423281,1.3068918,0.0,0.7709111,0.0,0.0,0.8653644,0.0,2.4099262,0.27311274,0.0,0.0,0.0,0
1.456683,0.0,0.2261272,0.0,0.0,0.0,0.8660323,0.0,0.7018302,0.49315196,0.0,0.0,0.8160687,0.18107727,1.0645648,0.0,0.0,2.0925822,0.54615885,1.5655742,1.1021543,0.26060632,1.7925713,0.6627542,0.0,0.5843908,0.116452545,1.605622,0.0,0.0,0.0,1.2341897,0
1.4176304,0.0,0.0,0.0,0.0,0.2909535,0.57172203,0.13085546,0.6005004,0.48459998,0.0,0.0,1.2271304,0.0,1.0175467,0.0,0.0,1.8499453,0.25791252,1.4617269,0.92784244,0.68643165,1.3695588,0.0,0.0,0.24496752,0.15850061,2.1954367,0.0,0.0,0.0,1.4036326,0
0.0,0.0,0.8064498,0.0013052786,0.9144223,0.0,0.0,0.785014,0.94291794,1.210049,0.0,0.007928378,0.0,0.15109158,1.7118213,0.18957546,0.0,1.9654568,0.4614249,0.4704801,0.0,0.0,0.377857,1.6598505,0.68946326,0.33848056,0.23290132,0.0,0.0,0.0,0.0,1.7099315,0
0.0,0.0,0.0,1.680616,2.6849284,0.0,0.0,0.0,0.0,0.0,0.0,5.8786936,0.0,1.4830056,0.0,6.703253,1.9855475,0.0,0.0,0.0,0.7040272,3.6631355,0.0,0.0,3.9824831,0.0,0.0,0.0,5.1151567,3.5204225,4.9995356,0.0,1
0.0004623793,0.0,0.17149831,0.0,0.7842086,0.0,0.045238875,0.12932175,0.5777768,1.5691428,0.0,0.034811318,0.0,0.0,1.025674,0.27823037,0.0,1.7601525,0.0,0.59665227,0.0,0.0,0.21726298,1.0433517,0.33440438,0.0,0.6599382,0.32152164,0.78658646,0.0,0.0,1.2807624,1
1.2978373,1.0901145,0.4389658,0.0,0.0,0.0,1.4215827,0.0,0.9717962,0.8254701,0.0,0.0,0.79740864,1.1378561,1.0521979,0.0,0.0,1.354529,0.4765316,1.2858696,1.5381653,0.0,1.9690334,1.4166284,0.0,1.0243155,0.0,1.6058573,0.0,0.0,0.0,0.39843518,0
0.09961283,0.0,0.0,0.0,1.2398883,1.5128679,0.0,2.607435,0.0,0.0,3.0581727,0.0,0.0,0.0,0.0,0.0,2.4347684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1541271,0.0,2.158059,0.15425979,0.0,0.0,0.0,0.0,1
0.0,0.0,1.3190355,0.0,0.012065999,0.0,0.0,0.0,1.1527282,0.6172468,0.005966112,0.0,0.0,2.0284743,0.9438804,0.0,0.22592935,1.2788178,1.5537741,0.9009792,0.0,0.0,0.70830184,1.9253873,0.0,1.0211619,0.06491914,0.0,0.0,0.0,0.0,1.5733235,0
0.65372556,0.2305316,0.33744803,0.0,0.0,0.0,0.3434632,0.04287858,0.85901564,0.99505734,0.0,0.0,0.37133062,0.35061562,0.6971552,0.0,0.0,1.8421161,0.26441643,1.3830202,0.0,0.0,0.9035224,1.3235801,0.0,0.0,0.29766026,0.6614738,0.0,0.0,0.0,1.2714163,0
1.8283328,0.023306102,0.0,0.27146688,0.0,0.0,2.7050107,0.0,1.975552,0.6591203,0.0,0.70342445,1.3663739,1.399587,0.0,0.27281547,0.0,2.699209,0.0,3.1558323,1.2133093,0.0,0.0,1.2335163,1.3704629,2.4056597,0.0,3.33091,1.649002,0.0,0.0,0.0,0
1.7370689,0.5114491,0.49501902,0.0,0.0,0.0,1.6327181,0.0,1.0696372,0.67414564,0.0,0.0,0.74485165,0.6439394,0.71294767,0.0,0.0,1.7076972,0.38977274,1.4662323,1.5529895,0.0,1.6211563,0.7996599,0.0,0.8935591,0.0,1.3753189,0.0,0.0,0.0,0.5082967,0
0.0,0.07612595,1.6804051,0.0,0.0,0.0,0.0,0.0,1.3312641,0.6667568,0.22174424,0.0,0.0,2.36672,1.1540884,0.0,0.042067304,0.9381645,1.9531035,0.8352296,0.0,0.0,1.085707,2.0745752,0.0,1.7320056,0.0,0.0,0.0,0.0,0.0,1.5212482,0
1.6099739,0.0,0.0,0.0,0.0,0.19138607,1.2601447,0.0,0.4826116,0.33879852,0.0,0.0,1.3232985,0.0,0.8929516,0.0,0.0,2.2243378,0.36530733,1.699194,1.26479,0.3447155,1.6571718,0.0,0.0,0.28310075,0.16658409,2.3009174,0.0,0.0,0.0,1.0418099,0
1.249651,0.24243467,0.7817973,0.0,0.0,0.0,0.73023707,0.0,1.1542166,0.72608316,0.13984814,0.0,0.2326497,1.0227065,1.0472159,0.0,0.0,1.42351,0.6991143,1.4927919,0.73287886,0.0,1.7716266,1.9416496,0.0,1.0503207,0.0,1.0372009,0.0,0.0,0.0,1.1117995,0
0.0,0.0,0.9761388,0.0,0.7284276,0.0,0.0,0.0,1.1112999,0.87449217,0.0,0.0,0.0,1.554715,1.0770224,0.0081506,0.27766752,1.4272513,1.1195027,0.68096787,0.0,0.0,0.27128804,1.8032159,0.0,0.51356083,0.4203616,0.0,0.09750797,0.0,0.0,1.5420365,0
1.3655406,0.6589168,0.3568221,0.0,0.0,0.0,1.4876399,0.0,1.0591584,0.95797616,0.0,0.0,0.8709187,0.29193228,0.6369308,0.0,0.0,1.9089657,0.0,1.854276,1.0389553,0.0,1.5157586,1.2375551,0.0,0.40488175,0.0,1.8085716,0.0,0.0,0.0,0.6636964,0
2.387797,0.0,0.0,0.0,0.0,0.36682877,2.7195554,0.0,1.9015739,0.4102894,0.0,0.0,1.5176506,0.0,0.02243499,0.0,0.0,2.1863458,0.0,1.9811282,1.6436359,0.0,0.23057199,0.0,0.0,1.4246495,0.0,2.7844598,0.6084227,0.0,0.0,0.0,0
1.2206507,0.46041325,0.0,0.0,0.0,0.0,1.0105618,0.0,0.8620993,0.87455004,0.0,0.0,1.2296191,0.19069698,0.8970323,0.0,0.0,1.6368779,0.09396176,1.6747098,0.97895074,0.0,1.6796759,1.0960183,0.0,0.14539099,0.3068583,1.8030283,0.0,0.0,0.0,0.9041378,0
0.0,0.0,0.0,0.4899951,1.5307223,0.0,0.0,0.08970679,0.33209464,1.1590989,0.0,0.5302737,0.0,0.14668062,0.87461543,0.7442479,0.70125705,1.1963717,0.05406921,0.03149429,0.0,0.0,0.0,0.98267424,0.91493034,0.0,0.9506503,0.0,1.1370447,0.0,0.0,1.2130541,1
0.0,0.17057456,0.39996254,1.6623948,1.0720726,0.04516849,0.0,0.5330234,0.0,0.0,0.0,1.90426,0.0,0.0,0.0,3.6081197,0.0,0.0,0.0,0.0,0.0,2.6251845,0.0,0.0,0.19625278,0.0,0.19407211,0.0,0.81972617,2.5865586,3.6603951,0.0,1
1.4374638,0.18367197,0.36508352,0.0,0.0,0.0,0.8958242,0.0,1.0778812,0.9264951,0.0,0.0,0.7065076,0.16510636,1.0351251,0.0,0.0,1.7773452,0.2840721,1.5529239,1.0794818,0.0,1.5470275,1.1606379,0.0,0.44843924,0.09162882,1.3379116,0.0,0.0,0.0,1.0935067,0
0.48336834,0.7143241,1.1286457,0.0,0.0,0.0,0.7472349,0.0,0.79070985,0.47766748,0.13013026,0.0,0.43448243,2.4941256,1.3752896,0.0,0.0,0.5837538,1.6652054,0.9968368,0.7197499,0.0,1.9941391,2.0764298,0.0,2.2953217,0.0,1.00228,0.0,0.0,0.0,1.1320776,0
1.9095831,0.28926167,0.16412207,0.0,0.0,0.0,1.8788575,0.0,0.9814926,0.66506094,0.0,0.0,0.9236293,0.31480968,0.62633926,0.0,0.0,2.023335,0.064216755,1.4501512,1.3642,0.0,1.4350635,0.30577794,0.0,0.4834738,0.0,1.7007707,0.0,0.0,0.0,0.52519554,0
0.37955245,0.1489203,1.2402314,0.0,0.0,0.0,0.103186026,0.0,1.3612411,0.6893401,0.23925722,0.0,0.0,1.5187695,1.0655469,0.0,0.0,1.2473027,1.4023906,1.1135123,0.0,0.0,1.3335254,1.8015339,0.0,1.1910887,0.0,0.0,0.0,0.0,0.0,1.367787,0
1.3441029,0.049805433,0.0,0.0,0.0,0.1404661,0.8763469,0.20103852,0.2898819,0.75993687,0.0,0.0,1.5452778,0.0,0.9564798,0.0,0.0,2.3904676,0.2676553,1.7262161,0.79038584,0.4137812,1.594937,0.0,0.0,0.054606274,0.29911214,2.7527237,0.0,0.0,0.0,1.2416239,0
1.3612912,0.9742023,0.0,0.0,0.0,0.0,1.461913,0.0,0.7081693,0.61174643,0.0,0.0,1.5243558,0.6826458,0.7844923,0.0,0.0,1.4609342,0.0,1.6627004,1.2344723,0.0,1.7729955,1.372165,0.0,0.47034663,0.0,2.0243309,0.0,0.0,0.0,0.6991022,0
2.0661323,0.0,0.0,0.0,0.0,0.44246218,1.9270512,0.0,1.3309332,0.36051977,0.0,0.0,1.5001016,0.0,0.26452765,0.0,0.0,2.1175873,0.0,1.6774051,1.5827377,0.19679195,0.46459177,0.0,0.0,1.0372148,0.0,2.430107,0.33550495,0.0,0.0,0.16418575,0
1.1643254,1.3654157,0.2035306,0.0,0.0,0.0,1.5755863,0.0,0.9530143,0.71828544,0.0,0.0,1.001256,1.4109315,1.0742998,0.0,0.0,1.2441878,0.40445313,1.3588998,1.6061699,0.0,2.0059872,1.5086843,0.0,1.1605592,0.0,1.8838019,0.0,0.0,0.0,0.21471706,0
0.0,0.0,0.0,2.1859915,1.8037589,0.06682437,0.0,1.2166965,0.0,0.0,0.0,1.8221533,0.0,0.0,0.0,3.5593903,0.0,0.0,0.0,0.0,0.0,2.4235573,0.0,0.0,1.1538304,0.0,0.53397053,0.0,0.3325579,1.9298773,2.7008593,0.0,1
0.061694946,0.0018020971,0.0,0.0,1.3746458,1.4338224,0.0,2.604771,0.0,0.0,3.282304,0.0,0.4054501,0.42600736,0.0,0.0,2.699085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.536113,0.0,2.0090785,0.0,0.0,0.0,0.0,0.0,1
0.3334858,0.5305669,1.3736908,0.0,0.0,0.0,0.4950256,0.0,0.9183565,0.5327145,0.1762826,0.0,0.14477359,2.582187,1.4029996,0.0,0.0,0.57819295,1.8814924,0.95276207,0.4648881,0.0,1.8943152,2.0622387,0.0,2.3971431,0.0,0.654175,0.0,0.0,0.0,1.2181453,0
0.34375152,0.0,1.2009999,0.0,0.0,0.0,0.0003696885,0.0,1.3404043,0.67842627,0.3671787,0.0,0.0,1.5076916,1.1075338,0.0,0.0,1.5916471,1.2621374,1.2107389,0.0,0.0,1.2415278,2.0843034,0.0,0.922768,0.0,0.0,0.0,0.0,0.0,1.5584753,0
1.96931,0.05854496,0.17609408,0.0,0.0,0.0,1.8939254,0.0,1.1324699,0.4377037,0.0,0.0,1.0841032,0.120349176,0.48148602,0.0,0.0,1.8209229,0.0,1.4314198,1.4840137,0.0,1.2128305,0.0,0.0,0.67998904,0.0,1.7624558,0.09283843,0.0,0.0,0.50309736,0
0.0,0.0,0.0,0.0,1.8356907,1.4531087,0.0,2.6831884,0.0,0.0,3.1757112,0.0,0.0,0.0,0.0,0.0,2.70781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0915256,0.0,2.1687965,0.0,0.0,0.0,0.0,0.0,1
0.5729228,0.0,0.0,0.0,0.0,0.0,0.3406665,0.0,0.9263778,0.9757496,0.0,0.0,0.45944437,0.22544828,0.8328017,0.31673107,0.042016223,1.4498355,0.0,0.9836827,0.0,0.0,0.6104995,0.9013818,0.0,0.0,0.9004689,0.6679199,0.69076794,0.0,0.0,1.0312333,0
1.3105037,0.0,0.0,0.0,0.0,0.4988289,0.72941965,0.15914632,0.14638759,0.17472787,0.0,0.0,1.4333265,0.0,1.0049381,0.0,0.0,2.3333218,0.5814154,1.6783447,1.1274736,0.87790656,1.7474768,0.0,0.0,0.22665071,0.20024593,2.6692858,0.0,0.0,0.0,1.3857064,0
0.0,0.0,0.45692167,1.2019064,1.2101614,0.0,0.0,0.8870405,0.0,0.0,0.0,1.396849,0.0,0.0,0.0,2.8430476,0.0,0.0,0.0,0.0,0.0,1.9334373,0.0,0.0,0.8562497,0.0,0.7452926,0.0,0.48815778,1.3048549,2.2235036,0.0,1
1.8316636,0.07102694,0.15259057,0.0,0.0,0.0,1.6552079,0.0,0.90390754,0.6469702,0.0,0.0,1.1176301,0.017161783,0.66501456,0.0,0.0,2.0263562,0.009571964,1.4200301,1.3481817,0.06165558,1.3558756,0.0,0.0,0.42589495,0.0,1.831545,0.0,0.0,0.0,0.66042614,1
1.1059369,0.0,0.745614,0.0,0.0,0.0,0.27445766,0.0037658066,1.1268522,0.71967417,0.0,0.0,0.0,1.0069374,1.4446813,0.0,0.0,1.7601813,1.0100979,1.1634395,0.30527416,0.30695733,1.8059824,1.9586395,0.0,1.2287576,0.16517413,0.7150831,0.0,0.0,0.0,1.5557265,0
1.5286475,0.63152343,0.0,0.0,0.0,0.0,1.8457333,0.0,1.488759,1.0115721,0.0,0.0,0.8707983,0.81796044,0.51503026,0.0,0.0,2.1494904,0.0,2.045053,1.3160384,0.0,1.2378682,1.1557945,0.0,0.9521342,0.0,2.1237993,0.255975,0.0,0.0,0.0,0
0.0,0.0,0.0,2.5934157,3.1673954,0.2759987,0.0,0.0,0.0,0.0,0.0,5.284397,0.0,0.059537165,0.0,6.1998167,1.3409258,0.0,0.0,0.0,0.70237786,3.470223,0.0,0.0,2.7462265,0.0,0.0,0.0,4.4801755,2.8979504,4.7902946,0.0,1
1.5207273,0.6433674,0.32637635,0.0,0.0,0.0,1.4109234,0.0,1.229325,0.9355082,0.0,0.0,0.7490973,0.50850785,0.754239,0.0,0.0,1.8539897,0.06681348,1.6913431,1.3734629,0.0,1.5977062,1.1966803,0.0,0.6115455,0.0,1.5639242,0.0,0.0,0.0,0.4981001,0
1.4521698,0.6384794,0.20007016,0.0,0.0,0.0,1.6245244,0.0,1.1625394,0.9661017,0.0,0.0,0.88398945,0.29130784,0.67533904,0.0,0.0,1.9787933,0.0,1.853528,1.1145982,0.0,1.5155991,1.1727055,0.0,0.46314555,0.0,1.8852334,0.0,0.0,0.0,0.6645161,0
0.8656866,0.0,1.1151277,0.0,0.0,0.0,0.18233743,0.0,1.1448746,0.73722774,0.21518424,0.0,0.0,1.79386,1.6627632,0.0,0.0,1.4573102,1.736531,0.9576135,0.27352884,0.25075218,1.9703304,2.308296,0.0,1.942616,0.056754183,0.42560652,0.0,0.0,0.0,1.7062969,0
1.3183737,0.24182601,0.15377897,0.0,0.0,0.0,1.0504308,0.0,0.8815581,1.0000615,0.0,0.0,0.9402243,0.019291524,1.0576255,0.0,0.0,2.0465279,0.16020063,1.7560253,0.99042606,0.034144193,1.6139255,0.8821156,0.0,0.12581421,0.18492275,1.9125896,0.0,0.0,0.0,1.0929695,0
0.0,1.167369,0.0,3.3622255,1.5564421,0.0,0.0,0.0,0.0,0.0,0.0,1.852855,0.0,0.0,0.0,4.372,0.21618101,0.0,0.0,0.0,0.0,0.49348804,0.0,0.0,0.6589849,0.0,0.49862456,0.0,1.0926024,0.37531304,3.1197553,0.0,1
1.2475332,1.3637724,0.0,0.018873705,0.0,0.0,1.77289,0.0,1.1316513,0.5802889,0.0,0.0,1.3279972,1.2700413,0.59856296,0.0,0.0,1.6761243,0.0,1.9014692,1.5708772,0.0,1.6787354,1.4951375,0.0,0.9944561,0.0,2.1128104,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,2.4806073,2.3677726,0.0,0.0,1.3169872,0.0,0.0,0.0,1.9350297,0.0,0.0,0.0,3.4377055,0.0,0.0,0.0,0.0,0.0,1.9563831,0.0,0.0,1.2858925,0.0,0.47944495,0.0,0.5828627,2.0752964,2.4936566,0.0,1
0.8015806,0.0,0.4907416,0.0,0.0,0.0,0.42065543,0.16742244,1.0459795,1.4029343,0.0,0.0,0.01503879,0.0,1.143898,0.0,0.0,2.0082202,0.06071534,1.0894511,0.0,0.0,0.943808,1.2555351,0.0,0.0,0.41368935,0.931676,0.09354946,0.0,0.0,1.3419324,0
1.1672677,1.0503281,0.026758727,0.0,0.0,0.0,1.2875687,0.0,0.5377004,0.3781352,0.0,0.0,1.3806685,1.366945,0.83685184,0.0,0.0,1.2001721,0.3219459,1.4764826,1.1199856,0.0,1.9070808,1.7386214,0.0,0.99669904,0.0,1.7841611,0.0,0.0,0.0,0.81465346,0
0.0,0.05127989,0.0,0.0,1.8243642,1.5043838,0.0,2.748882,0.0,0.0,3.4231622,0.0,0.48150387,0.50866157,0.0,0.0,3.0790653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8988783,0.0,2.0594923,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,3.029986,3.4761832,0.45899683,0.0,0.0,0.0,0.0,0.0,5.080054,0.0,0.0,0.0,5.900197,1.1522593,0.0,0.0,0.0,0.78378487,3.305127,0.0,0.0,2.1812146,0.0,0.0,0.0,4.2228804,3.0555243,4.9690785,0.0,1
0.8327816,0.0,0.10502559,0.0,0.08135614,0.0,0.20844223,0.6664734,0.5126908,0.76702905,0.0,0.0,0.28462029,0.0,1.3927244,0.0,0.0,2.379217,0.42513388,0.95453274,0.0,0.2781722,1.3819914,0.74252,0.3205845,0.408548,0.23163413,1.4865476,0.0,0.0,0.0,1.5689486,0
0.0,0.0,0.0,3.492269,2.46701,0.47182,0.0,1.2876397,0.0,0.0,0.0,2.907428,0.0,0.0,0.0,5.2736163,0.0,0.0,0.0,0.0,0.0,3.0145376,0.0,0.0,0.9674865,0.0,0.0,0.0,0.517992,3.3847466,4.7785916,0.0,1
0.0,0.0,0.568963,0.30545762,1.9384874,0.0,0.0,0.48232576,0.50620866,1.4586244,0.0,0.43639702,0.0,0.23969695,1.3098332,0.36355352,0.69106776,1.2483183,0.4127297,0.0,0.0,0.0,0.0,1.6234444,1.1837953,0.0,0.5635001,0.0,0.664684,0.0,0.0,1.5108896,1
0.0,0.0,0.5275866,1.1510571,2.6102443,0.0,0.0,1.0653242,0.21856841,1.502213,0.0,1.779982,0.0,0.0,1.3752619,1.2684842,0.0,1.0769356,0.0,0.0,0.0,0.0,0.0,0.8562257,1.8212523,0.0,0.34528866,0.0,1.0813864,0.0,0.27355516,1.2491008,1
1.0966312,1.3970894,0.0,0.025275849,0.0,0.0,1.8103806,0.0,0.7446027,0.6135738,0.0,0.0,1.6872046,1.1655358,0.545483,0.0,0.0,1.6140333,0.0,1.8116062,1.3343353,0.0,1.7354907,1.5446055,0.0,0.7380529,0.0,2.518812,0.0,0.0,0.0,0.0,0
1.3790905,0.0,0.115207836,0.0,0.0,0.052749895,0.7467261,0.09634486,0.6724369,0.6016371,0.0,0.0,1.060187,0.0,1.0509982,0.0,0.0,2.1592362,0.38854575,1.5624826,0.99771595,0.34993574,1.6102791,0.2768061,0.0,0.3807885,0.18180065,1.9720411,0.0,0.0,0.0,1.3201456,0
0.1001904,0.1157614,1.1128644,0.0,0.0,0.0,0.0,0.0,1.1267534,0.5189506,0.16345909,0.0,0.0,1.5868945,0.7485235,0.0,0.04891579,1.3112836,1.2103282,1.208288,0.0,0.0,1.0292288,2.0532985,0.0,0.89337295,0.0,0.0,0.0,0.0,0.0,1.5472898,0
0.0,0.0,1.7245977,0.0,0.012024112,0.0,0.0,0.21427543,1.3256428,0.901103,0.0,0.0,0.0,2.3274052,2.0081906,0.0,0.0,1.3413461,2.1020248,0.4517515,0.0,0.023774214,1.3139066,2.7740233,0.0,2.1567814,0.22179556,0.0,0.0,0.0,0.0,2.088838,0
1.3407948,0.72514135,0.0,0.0,0.0,0.0,1.3565716,0.0,1.0435236,0.9913286,0.0,0.0,1.1404935,0.39104915,0.90728563,0.0,0.0,1.6246086,0.0,1.7129695,1.2125928,0.0,1.6820046,1.2060035,0.0,0.34479,0.0,1.9084233,0.0,0.0,0.0,0.5496605,0
0.0,0.0,0.0,0.0,2.614586,1.6010649,0.0,2.91415,0.0,0.0,3.126035,0.0,0.0,0.19591838,0.27665478,0.0,3.0201695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1820836,0.0,2.3074832,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1.5312705,1.5136896,0.0,2.5890517,0.0,0.0,3.3361182,0.0,0.0,0.6295928,0.0,0.0,2.7494824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5462744,0.06420967,1.9831054,0.0,0.0,0.0,0.0,0.0,1
0.0,0.13218687,1.9403046,0.0,0.0,0.0,0.0,0.0,1.3304257,0.64875656,0.37211305,0.0,0.0,2.8096154,1.3904333,0.0,0.05244802,0.7604428,2.3336582,0.74934477,0.0,0.0,1.386344,2.3512392,0.0,2.3742993,0.0,0.0,0.0,0.0,0.0,1.5489136,0
1.3951147,0.0,0.48281044,0.0,0.0,0.0,0.5015108,0.01818239,1.0714128,0.53996134,0.0,0.0,0.49239534,0.27646905,1.1991903,0.0,0.0,1.7182254,0.68873584,1.2689652,0.8118014,0.39283988,1.6291636,0.99063635,0.0,0.98823726,0.13908501,1.1891679,0.0,0.0,0.0,1.476902,0
1.4384918,0.6145936,0.42592794,0.0,0.0,0.0,1.0745671,0.0,1.0463285,0.7719509,0.0,0.0,0.7746687,0.5005768,0.94594437,0.0,0.0,1.6024231,0.322297,1.6039033,1.1227131,0.0,1.8117199,1.5482727,0.0,0.568822,0.0,1.3537706,0.0,0.0,0.0,0.92125994,0
1.6694604,0.48717767,0.03383207,0.0,0.0,0.0,1.5008527,0.0,1.0062368,1.3105086,0.0,0.0,1.0915864,0.0,0.78388065,0.0,0.0,1.9875087,0.0,1.6222689,0.8210989,0.0,1.3386202,0.6919205,0.0,0.1815107,0.0,2.0595107,0.0,0.0,0.0,0.72782224,0
1.1961333,1.1448469,0.0,0.0,0.0,0.0,1.7397228,0.0,0.81953686,0.8657338,0.0,0.0,1.4969661,0.76908517,0.6461338,0.0,0.0,1.7653769,0.0,1.7606697,1.186059,0.0,1.6627103,1.3992397,0.0,0.5151704,0.0,2.4193287,0.0,0.0,0.0,0.26749775,0
0.91794884,0.14052661,0.91659844,0.0,0.0,0.0,0.41525838,0.0,1.186017,0.65097696,0.24831697,0.0,0.0,1.0940461,0.94591326,0.0,0.0,1.5048898,0.8476631,1.4724238,0.4005759,0.0,1.5440274,2.0280192,0.0,0.8225509,0.0,0.66908413,0.0,0.0,0.0,1.331464,0
1.7599057,0.0,0.14081442,0.0,0.0,0.1415239,1.4015609,0.0,0.7119803,0.37366885,0.0,0.0,1.3171831,0.0,0.8665456,0.0,0.0,2.0748653,0.21132626,1.5380294,1.4279132,0.09684409,1.5421326,0.0,0.0,0.47169277,0.0,1.9477426,0.0,0.0,0.0,0.98571104,0
1.0952245,1.3139609,0.20119669,0.0,0.0,0.0,1.5225954,0.0,0.7229522,0.6400052,0.0,0.0,1.0501288,1.4276108,1.122445,0.0,0.0,1.1575941,0.5143972,1.3041716,1.4739114,0.0,2.0494854,1.6373117,0.0,1.2413403,0.0,1.9333477,0.0,0.0,0.0,0.49587268,0
0.92836326,0.48519453,0.37546685,0.0,0.0,0.0,0.80484194,0.0,0.9578506,0.51040137,0.0,0.0,0.7877095,1.3985839,1.0032725,0.0,0.0,1.1881362,0.73927677,1.4299986,0.53337973,0.0,1.6148236,1.4959868,0.0,1.1579443,0.0,1.101274,0.0,0.0,0.0,0.8103341,0
0.0,0.0,0.0,0.0,1.7035103,1.5981055,0.0,2.93519,0.0,0.0,2.618663,0.0,0.0,0.0,0.4423101,0.0,2.3965328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0978017,0.0,2.2466989,0.0,0.0,0.0,0.0,0.0,1
0.67231447,0.0,1.180493,0.0,0.0,0.0,0.18983401,0.0,1.2220211,0.7150759,0.37281743,0.0,0.0,1.8402137,1.4559159,0.0,0.0,1.2862037,1.6396613,1.0936809,0.19543721,0.0,1.7683651,2.181126,0.0,1.5809622,0.0,0.30870706,0.0,0.0,0.0,1.6135284,0
