Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,Target
0,-0.37206926151407604,-0.8245572770922134,-1.5464611151328884,2.9033522842790793,-0.09168832213878014,3,1
0,1.7383104665888842,1.209468451660267,-1.4901304566154268,2.346011688407648,1.2511521444275333,0,1
0,0.2475153636803477,0.19845516757699214,0.8044835823336586,-0.8513783531272554,-1.570298294868939,1,0
0,0.0475312291698062,-0.003747489239670474,-0.15493559965621492,0.17185144451381926,1.2262029556105076,1,0
1,0.8974638008396503,0.4680587099991834,-0.8689219676486789,0.5731180318240445,-1.0047137723000623,1,0
0,-1.50234581328699,-1.4191660869562706,-1.052996578146736,0.7737513254791571,0.9434106943260692,1,0
0,-0.3024410062236841,-0.5429545740840913,0.16858947334037033,0.08156646236901802,-0.549104018008467,1,0
2,1.0087957245542036,-0.08249494681882807,-1.4071894100311977,1.6692895820180877,0.5932936757826289,0,1
0,0.9074973041659364,0.19304460229131676,-1.1005121122982047,1.0562485082142514,-0.7081564645342353,0,1
2,-1.2023696115211493,-1.149562544534041,-0.7740956531496798,0.4326747262654651,-1.020424453482531,1,0
0,-1.50234581328699,-1.4191660869562706,-0.25533993265515514,0.6132446905550669,1.0219641002384132,1,0
0,0.2975113973079973,0.40065782439365477,-0.13820154415639155,-0.04884517850680491,-0.32915448145390375,1,0
0,0.44749949819088924,-0.3407519172674287,0.4084442688378387,-0.48020675986529676,0.2521407222974419,1,0
0,0.6474836327014591,0.0636533963658965,0.6873451938348949,-0.9015366765410335,-1.114688540577344,1,0
1,0.8474677672120007,0.4680587099991834,-0.5398188761521525,0.11166145641728534,-0.29773311908896616,1,0
1,-1.0023854770106078,-1.5539678581673662,0.4586464353373088,-0.5103017539135641,1.351888405070258,1,0
1,-0.7524053088724167,-0.47555368847852436,0.42517832433766206,-0.8212833590789884,-1.334638077131907,1,0
0,-1.3523577124040698,-1.0821616589285121,-0.2664959696550374,0.6533713492860893,-1.2403739900370943,1,0
0,0.9522551730106634,0.12662470462017064,-1.1645866837089358,0.8789323540441605,1.0706867752613125,0,1
0,0.5474915654461884,1.6138737652935538,-0.606755098151446,-0.20935181343089515,0.2521407222974419,1,0
1,-0.6024172079894964,0.19845516757699214,0.19090154734013484,0.18188310919657433,-0.26631175672402857,1,0
1,-0.35243703985130526,-0.7451572309007539,0.21321362133989932,-0.5103017539135641,0.8177252448663187,1,0
0,1.8973844733924148,1.950878193321312,-0.9581702636477369,0.9944479484997806,1.3204670427053204,1,0
1,0.19751933005269812,-0.4081528028729957,1.8754631343223545,-1.6137848690166836,0.7391718389539748,1,0
1,-0.6024172079894964,0.13105428197142516,-0.06568730365715691,-0.8814733471755224,-0.09349426371687174,1,0
0,-0.20244893896838492,0.5354595956047504,-0.7740956531496798,0.08156646236901802,0.1578766352026291,1,0
0,-0.8329348242753697,-1.1758004905431607,-1.3846094814911105,2.0870575127620667,1.567993630477436,2,1
1,-0.5524211743618752,0.0636533963658965,-0.38921237665374214,1.3254928830307169,1.273334999157914,1,0
0,-1.1023775442658785,-1.0821616589285121,0.9774021558318334,-0.6808400535204094,1.0848068249682883,1,0
0,-0.8523973761276875,-1.0147607733229451,0.20205758434001708,0.12169312110004112,-0.046362220169465326,1,0
1,-1.852318048680452,-1.8235714005895574,-0.22744984015544953,0.1618197798310635,-1.4603235265916574,1,0
0,0.7104649765671349,0.5745582470451513,-0.953919794550114,1.7927687374762329,1.3448150218474197,2,1
0,2.0973686079029563,2.28788262134907,-0.6569572646509162,0.3423897441206646,-0.8161855981104366,1,0
0,1.3160500679960883,1.4367704907973264,-0.5660863931069092,1.2796783465648156,1.638066112013903,2,1
0,-0.35243703985130526,-0.677756345295187,-0.2664959696550374,-0.159193490017117,0.11074459165522269,1,0
1,0.2975113973079973,1.0746666804491714,0.5088486018367789,-0.8212833590789884,-0.8790283228403118,1,0
1,1.71715916828464,1.7753129015844014,6.458991293703448,-2.9965328411017484,-0.7958646930783426,3,1
0,0.49985608914865853,0.4024762961292067,-0.2572963623902864,-0.214985355581784,1.5406285158644246,5,1
0,-0.15245290534076375,-0.27335103166186175,1.0108702668314802,-1.2927715991685031,0.5977757083117555,1,0
0,-0.5024251407342256,-0.4081528028729957,1.445955709826888,-1.4532782340925934,-0.29773311908896616,1,0
1,0.6474836327014591,0.5354595956047504,-0.16609163665609716,0.011344809589729025,-1.3032167147669695,1,0
1,0.44749949819088924,-0.003747489239670474,-0.6848473571506217,0.663403013968845,1.4618631733475396,1,0
0,-1.074649541404691,-0.6510557707936673,-0.8055332392944966,2.4488460048725993,-1.6810468172679836,3,1
0,-1.1523735778935282,-0.8799590021118496,-0.3334321916543309,0.5731180318240445,-0.23489039435909095,1,0
0,0.2975113973079973,0.0636533963658965,-1.1255108186459706,0.5831496965067996,-0.7219215110156237,1,0
0,0.2975113973079973,0.13105428197142516,-1.1031987446462062,1.265302894934183,-1.3660594394968446,1,0
1,0.2475153636803477,-0.003747489239670474,0.2299476768397227,-0.29963679557569567,1.1476495496981636,1,0
0,-0.8523973761276875,-1.0147607733229451,-0.6848473571506217,1.2753345596169388,0.6763291142240996,1,0
1,0.09752726279742736,-0.3407519172674287,0.14069938084066472,-0.6607767241548985,1.179070912063101,1,0
0,-0.5524211743618752,0.0636533963658965,0.2299476768397227,-0.26954180152742907,-0.12491562608180934,1,0
0,0.14752329642507697,1.0072657948436043,-0.5175068021523881,0.5028963790447548,-0.40770788736624775,1,0
0,1.0474519017225707,0.9398649092380373,0.05702910334154783,0.4627697203137324,-1.2089526276721567,1,0
2,-1.0023854770106078,-0.8125581165062826,-0.7127374496503274,1.3856828711272502,-0.549104018008467,1,0
0,0.48024926942442825,0.35650705033506025,-0.9297170826855281,1.7679351754472588,1.5062854966391246,2,1
0,0.44749949819088924,1.4116711084769296,-1.0027944116472658,1.1750179127893825,0.5977757083117555,1,0
0,-1.0023854770106078,-1.4865669725617991,0.9885581928317156,-1.3429299225822813,-1.5545876136864702,1,0
1,0.8474677672120007,0.40065782439365477,-0.6792693386506806,0.5229597084102664,1.2104922744280389,1,0
1,-1.3023616787764485,-1.149562544534041,-1.1366668556458528,1.796981123120231,0.07932322929028508,1,0
1,0.44749949819088924,0.602860481210279,1.049916396331068,-0.991821658685834,-0.09349426371687174,1,0
0,0.6474836327014591,0.2658560531825208,-0.21071578465562615,0.1618197798310635,1.3204670427053204,1,0
1,-1.0977127985888078,-0.9763438365263475,-0.51822565409925,1.9241168426131792,1.1851737816187762,2,1
0,-0.10245687171311416,-0.47555368847852436,-0.8521879121488555,0.9442896250860024,0.12645527283769148,1,0
0,-1.1023775442658785,-0.7451572309007539,1.85315106032259,-1.4432465694098375,1.4461524921650708,5,1
1,1.1474439689778415,0.9398649092380373,-0.6736913201507395,0.13172478578279617,-0.7219215110156237,1,0
0,0.49749553181853884,0.602860481210279,0.21879163983984046,-0.159193490017117,-0.9261603663877183,1,0
1,-1.6657218917359558,-1.504615635204517,-1.3749824438380438,2.7305146651453236,-0.06739731355155099,3,1
0,-0.41733940871744474,-0.4567047666720259,-0.26567058190242354,0.8911403572730138,1.8907357104660976,2,1
2,1.797392406137144,1.6138737652935538,-0.43941454315321227,1.375651206444495,1.666102028719634,1,0
1,0.7474756999567299,0.4680587099991834,-1.1310888371459118,2.5694193036924142,-1.6959837443286896,3,1
0,1.9973765406476855,2.153080850137975,0.5200046388366611,-0.9416633352720559,0.2050086787500355,1,0
0,-0.4968354472413417,-0.5558128164336767,-1.0583172436734876,2.0832796661740796,1.2878050099919887,2,1
0,1.7473963725094943,2.018279078926879,0.04587306634166558,0.03140813895523986,-0.549104018008467,1,0
1,1.138381416709193,0.19635062263213537,-1.0786563809983678,1.6436870682175766,-0.5706058318846093,0,1
0,0.3807360104305424,-0.05306468018556318,-1.2462539632708758,2.5056805452816078,1.3352201880974548,2,1
0,-0.6024172079894964,-0.61035545968962,-0.6736913201507395,0.6333080199205777,0.3935368529396611,1,0
0,-1.1523735778935282,-0.7451572309007539,0.6873451938348949,-1.1924549523409467,-1.3974808018617824,1,0
1,-0.40243307347895485,-0.61035545968962,-0.1995597476557439,-0.530365083279075,-1.6017196572338768,1,0
0,-0.452429107106576,0.0813867149658552,-1.134310444065893,1.5414418582147054,1.7711032704622418,2,1
1,1.0498848449992635,0.4384581557170429,-0.9618414580486441,0.5983313443921637,-0.5973828484122083,0,1
1,1.405269107132756,0.8762282610862732,-1.045534464828457,0.7396009964261103,1.624443664393077,0,1
0,1.8378747272337925,1.7775994108280853,-0.987934286771246,1.6624531720878002,1.3658397562093338,2,1
0,0.44749949819088924,0.737662252421413,-0.37805633965385993,-0.06890850787231645,-0.26631175672402857,1,0
1,-1.7523259814251813,-1.7561705149840288,0.14627739934060582,0.3524214088034203,1.351888405070258,1,0
2,-0.652413241617146,-0.20595014605633308,0.14627739934060582,-0.06890850787231645,-0.21917971317662216,1,0
0,1.292475334804238,0.5321184472347713,-1.0399501878799151,0.5922681093760916,0.062444350174974586,0,1
0,-1.380525761131873,-1.4128603345374529,-1.1807806939944043,3.5299979217675634,1.0062534190559445,3,1
0,1.1974400026054626,0.13105428197142516,-0.5230848206523292,0.6433396846033335,0.2678514034799107,1,0
0,1.1474439689778415,0.2484799130461996,-0.9838190033721448,0.9532907547098338,-1.2165627922097346,0,1
0,0.19751933005269812,1.209468451660267,-1.4880820211421437,1.9273927639960546,1.4147311298001333,2,1
0,-1.3523577124040698,-1.0147607733229451,-0.1995597476557439,0.3323580794379088,-0.28202243790649734,1,0
0,-2.1522942504462925,-2.4975802566450738,2.0985838743199996,-1.764259839258018,-0.45483993091365416,1,0
2,-1.2023696115211493,-1.216963430139608,2.968754760310815,-2.1554947618854876,0.5663543459468179,1,0
0,1.2974320698607618,1.4116711084769296,0.7208133048345416,-1.1322649642444131,1.1319388685156948,4,0
0,-1.0023854770106078,-1.5539678581673662,-0.606755098151446,0.7336246667481341,-0.9261603663877183,1,0
0,-0.8024013425000663,-0.47555368847852436,-0.1493575811562738,-0.42001677176876356,-1.4131914830442511,1,0
0,1.570063997150887,0.9030014186333798,-1.1614157064844173,1.3380238164310292,1.404864554068942,0,1
1,0.8974638008396503,0.602860481210279,-1.3374755216437333,2.0477727401891217,-0.941871047570187,1,0
1,1.3474281034883828,1.1420675660547,1.228412988329184,-1.0118849880513456,-1.6174303384163455,1,0
0,0.49749553181853884,0.33325693878808776,0.34708606533848635,-0.6808400535204094,-0.48626129327859174,1,0
1,-1.252365645148799,-1.2843643157451365,-1.142244874145794,3.211445843388775,0.6763291142240996,3,1
0,-0.3638864981866294,-0.25791573458907036,-0.8050089498660814,1.6972005450511936,1.5602048158681863,2,1
0,-0.652413241617146,-0.07114837484523745,-0.4115244506535067,-0.028781849141293357,-0.5648146991909357,1,0
0,-0.8523973761276875,-1.4865669725617991,2.0483817078205293,-1.7943548333062846,-0.062072901351934134,1,0
1,-0.2524449725960345,-0.5429545740840913,0.28572786183913396,-0.40998510708600777,-1.3503487583143758,1,0
0,1.6474043052542235,1.8160764221102164,0.5813628423360135,-0.9316316705893005,0.5349329835818804,1,0
0,1.1922005009461583,0.13458603265587996,-1.0767700699363467,2.2373673641870635,-0.029005085575563354,0,1
1,-0.35863139573994496,0.33266032421313146,-1.2189057113930066,2.79490990197679,0.13479713255257508,3,1
0,0.39750346456326807,1.6812746508991208,-0.5844430241516816,1.074701265961826,0.2050086787500355,1,0
1,1.055946621582691,0.1781038256853748,-0.96101351146723,1.0911811237687115,-0.630921771996304,0,1
0,-0.9669810750765522,-1.2295437355291767,-0.45038141408287635,-0.4673946303939526,1.6991762619429265,5,1
0,0.39750346456326807,1.6138737652935538,-0.9693263006476192,0.45273805563097663,0.3306941282097859,1,0
0,0.2475153636803477,-0.27335103166186175,-0.963748282147678,1.024542942548048,1.744655434631978,1,0
0,0.87331203271959,0.1658955735028714,-1.1234081992176461,0.9989085546932034,-0.641168940571344,0,1
0,-1.3023616787764485,-1.0147607733229451,-0.2441838956552729,-0.21938347811365091,1.6189699851722277,1,0
1,0.49749553181853884,0.8050631380269416,-0.8075637641493265,0.13172478578279617,-1.4446128454091887,1,0
1,0.3475074309356185,1.0746666804491714,-1.0641526151466183,2.2584376985269903,-1.1303992217598127,1,0
1,1.2375268011518628,0.3425671715140419,-1.0175682875350625,1.6074333969007368,0.72832108404343,0,1
2,-1.3523577124040698,-0.9473598877173782,-0.9079680971482668,1.3555878770789835,0.06361254810781627,1,0
0,-1.1523735778935282,-0.27335103166186175,-0.3278541731543898,0.793814654844668,-1.4131914830442511,1,0
0,0.5974875990738095,0.40065782439365477,-0.7238934866502097,1.0947645953273368,-0.6590787862857486,1,0
0,-1.3023616787764485,-1.2843643157451365,-1.0641526151466183,1.746822799706453,-0.6590787862857486,1,0
0,0.2975113973079973,1.1420675660547,-0.5955990611515638,-0.07894017255507152,-1.6645623819637518,1,0
2,1.597408271626574,0.8050631380269416,-0.3557442656540954,0.312294750072398,-1.3817701206793134,1,0
0,-1.3523577124040698,-0.9473598877173782,-0.18840371065586167,-0.6507450594721428,-1.4760342077741262,1,0
2,-1.50234581328699,-1.4865669725617991,-0.7517835791499152,0.07153479768626296,1.19478159324557,1,0
0,-0.9523894433829583,-1.216963430139608,-0.829875838149091,0.7536879961136456,-1.177531265307219,1,0
0,0.997455868094921,0.8724640236325086,-0.16609163665609716,-0.008718519775782523,-1.3032167147669695,1,0
1,0.8974638008396503,0.602860481210279,-1.008372430147207,1.2352079008859156,-0.8161855981104366,1,0
0,-0.452429107106576,0.13105428197142516,0.8714198043329521,-1.0419799820996123,-1.570298294868939,1,0
0,-0.35243703985130526,-0.61035545968962,0.06818514034143008,-0.08897183723782728,0.6134863894942243,1,0
1,1.1244936475150338,0.0636533963658965,-0.9676795902683277,1.2463867600646545,-1.2992348375442953,0,1
0,-0.6205637433290315,-0.7787740347521295,7.407066930691605,-3.5681264896879448,0.2437236804662214,3,1
0,0.19751933005269812,-0.003747489239670474,-0.6458012276510339,0.42264306158271003,1.273334999157914,1,0
0,-0.6024172079894964,-0.4081528028729957,-0.8466098936489144,1.4157778651755175,0.9905427378734756,1,0
0,-0.7024092752447672,-0.3407519172674287,0.8267956563334231,-1.0720749761478792,-0.9575817287526558,1,0
0,1.1474439689778415,1.209468451660267,0.19647956584007595,0.28219975602413067,1.6818127099021027,1,0
1,0.14752329642507697,0.8050631380269416,-0.8800780046485611,2.5292926449613926,0.44066889648706753,3,1
1,-0.002464804457843392,0.9398649092380373,0.8546857488331286,-1.1021699701961463,1.6975233910845717,5,1
0,0.9451301632579083,0.6576986180305847,6.4221877578581505,-2.79892364164951,-1.1408698846096044,3,1
1,-0.10245687171311416,-0.47555368847852436,0.5646287868361902,-0.8915050118582778,1.6189699851722277,1,0
0,-1.2433702832986238,-0.8258127422896216,-1.254972468737263,2.3864994314479264,1.462651790246164,4,1
0,0.44749949819088924,0.4680587099991834,-0.8187198011492087,0.42264306158271003,-0.17204766962921575,1,0
0,1.1404315735267914,0.09201414596879148,-1.0339154201639724,1.083508342431478,-1.1248903092890068,0,1
0,0.997455868094921,0.2658560531825208,-1.03157652798654,1.8100317625365567,0.005497867131095615,0,1
1,0.8474677672120007,0.40065782439365477,1.8810411528222957,-1.7943548333062846,-0.14062630726427813,1,0
1,0.08808387621634232,-0.16503277797620095,5.776962919198024,-2.7482596890755215,-0.4156029234386243,3,1
0,-1.0023854770106078,-1.2843643157451365,-0.472882654152859,-0.28960513089293993,-1.1461099029422814,1,0
0,0.797647761328034,0.06389070370715141,-1.5002476097400124,2.3546639758602392,-1.3691794498520673,0,1
1,1.4650802035087456,1.3012519615875486,6.521904983377756,-3.0349088538251565,-1.3318249526566668,3,1
0,-0.9023934097553371,-0.8125581165062826,-0.22744984015544953,-0.399953442403252,-1.0832671782124061,1,0
0,1.3974241371160325,1.6138737652935538,-0.08799937765692141,-0.028781849141293357,2.058869058281354,1,0
1,0.44749949819088924,0.5354595956047504,-0.4840386911527413,0.3624530734861761,1.2104922744280389,1,0
1,1.2974320698607618,0.33325693878808776,2.3774847993170556,-1.9849564622786418,-1.0675564970299374,1,0
0,0.0475312291698062,-0.20595014605633308,-0.29996408065468416,0.5931813611895553,-0.12491562608180934,1,0
1,-0.40243307347895485,0.33325693878808776,0.05145108484160671,-0.6507450594721428,-1.1461099029422814,1,0
1,-0.15245290534076375,-0.61035545968962,-1.0418405411468539,0.6132446905550669,-0.09349426371687174,1,0
1,0.0475312291698062,-0.61035545968962,1.0722284703308325,-0.9617266646375675,-0.25060107554155975,1,0
0,1.3974241371160325,0.737662252421413,-0.4617266171529768,-0.38992177772049624,-0.29773311908896616,1,0
0,-1.5523418469146397,-1.4865669725617991,0.36939813933825083,-0.29963679557569567,-0.37628652500131016,1,0
0,-1.3023616787764485,-0.8125581165062826,-0.5119287836524469,1.8170444524857428,0.3306941282097859,1,0
0,-0.3154665111997106,-0.8448389932974452,-0.7907169442704545,2.4684455812178827,0.34785079689997245,3,1
0,-0.8523973761276875,-0.9473598877173782,0.17416749184031147,-0.5203334185963199,1.0533854626033508,1,0
0,-1.0523815106382575,-0.7451572309007539,-0.8131417826492676,0.06150313300350718,-0.9890030911175934,1,0
0,0.3475074309356185,0.670261366815846,-1.231493170144852,0.8239096488929353,0.3149834470273171,1,0
0,-0.002464804457843392,-0.20595014605633308,0.08491919584125346,-0.8012200297134773,0.1421659540201603,1,0
0,-1.252365645148799,-0.8125581165062826,-0.3445882286542132,-0.09900350192058306,0.2992727658448483,1,0
1,-0.05246083808549298,-0.4081528028729957,1.9535553933215304,-1.403119910678815,-1.6017196572338768,1,0
0,1.8973844733924148,1.6812746508991208,-0.08799937765692141,0.7035296726998674,0.6920397954065683,1,0
0,-1.3523577124040698,-1.0147607733229451,-0.4617266171529768,1.4258095298582731,1.116228187333226,1,0
0,-0.7332210334724776,-0.8799590021118496,-0.6376612817704757,2.108405877914194,0.2061959965255646,3,1
0,-1.1963646506011651,-1.149562544534041,-0.5792521777496225,1.8154914112453988,1.6331571706493153,2,1
0,-0.2754747923250672,-0.1933645845139884,3.460596291127093,-2.2393703633119335,1.6331167009839667,5,1
0,-0.40243307347895485,-1.0147607733229451,-0.562130950151917,0.663403013968845,-0.706210829833155,1,0
0,-0.3927607618413664,-0.7535205237949435,-1.5627135984258573,2.9506225616371293,0.2418172209190106,3,1
1,1.6974003388818448,1.1263356273429534,-1.2581291516975877,1.1906564330823655,-0.7330572896281569,0,1
0,0.44749949819088924,0.8724640236325086,2.3105485773177623,-2.065209779740687,-0.014940857804527726,1,0
0,-0.002464804457843392,-0.27335103166186175,-0.9749043191475603,0.5931813611895553,-1.4446128454091887,1,0
0,1.6262963323412203,1.0177543230301642,-1.4746844899512335,0.9152813635414492,1.791086006448917,0,1
0,0.8974638008396503,0.40065782439365477,-1.359787595643498,2.2383743691614786,-0.26631175672402857,1,0
0,-0.5524211743618752,-1.0147607733229451,0.2299476768397227,-0.08897183723782728,0.1735873163850979,1,0
0,-0.8523973761276875,-0.8125581165062826,0.5925188793358959,-0.9617266646375675,-1.177531265307219,1,0
0,1.9728049873356253,1.9840037101627486,-1.1271487917961616,2.164762705775744,1.496341132733506,2,1
0,0.8981834414104408,-0.2723808664653538,-1.3628576189748052,2.5827925769986995,1.8507644224791937,0,1
1,-0.35243703985130526,-0.9473598877173782,-0.5063507651525058,1.2151445715204048,-0.5805253803734046,1,0
2,1.2474360362331123,1.3442702228713626,0.2243696583397816,-0.43004843645151863,0.9277000131436004,1,0
0,0.5970957926621685,1.0730820687981415,-0.43519164426721924,1.297402587986594,1.5707298555118412,2,1
0,0.34285692941416757,1.215737907421303,-1.112410135277295,1.8630024773434999,1.3069464369688515,2,1
1,1.797392406137144,1.6812746508991208,0.3805541763381331,-0.6306817301066312,-1.4760342077741262,1,0
1,0.5974875990738095,0.4680587099991834,2.3607507438172326,-1.7542281745752621,-1.256084671219563,1,0
0,-0.2524449725960345,-0.47555368847852436,-0.651379246150975,0.9242262957204916,1.116228187333226,1,0
0,1.6329190552363766,1.1313567609055941,-1.1900473357279489,1.9699501485832551,-1.19089715005812,0,1
1,-0.6024172079894964,-0.8125581165062826,-0.23302785865539066,0.6834663433343559,-0.5648146991909357,1,0
1,-1.252365645148799,-1.149562544534041,0.46422445383725,-0.27957346621018414,-0.07778358253440293,1,0
0,-1.9523101159357228,-1.8909722861951244,0.42517832433766206,-0.9216000059065448,-1.4131914830442511,1,0
2,-0.3024410062236841,-0.7451572309007539,1.2451470438290075,-1.0720749761478792,-0.26631175672402857,1,0
1,0.49749553181853884,0.2658560531825208,0.7040792493347183,-0.9115683412237894,1.0848068249682883,1,0
0,-0.44947895728171977,0.07160773579791535,-0.6061841167061632,0.88469158222311,1.910105703722825,2,1
